28236028,58057262
28236028,56950026
27835746,56311443
27835746,56192852
27240574,55610395
27240574,54553422
27240574,54582486
26669576,55379161
26669576,54132265
24242018,53886606
23664776,53866869
23664776,53817769
23664776,53118825
23664776,52328004
23664776,52402845
22972446,52449018
22972446,52013486
22972446,52382636
22972446,51488033
22972446,51361095
22972446,50522794
22311552,49818346
20676788,49547009
20676788,47563366
20676788,47364555
20676788,47154806
20676788,46704704
20663790,45886916
20663790,44566453
19608370,44649118
19608370,43633967
19019104,42909687
19019104,42114908
19019104,42130182
19019104,41839665
19019104,41834491
19019104,41491357
19019104,40635424
19019104,40763552
19019104,40392573
19019104,40512617
19019104,39773772
19019104,39789760
19019104,38971058
19019104,38325425
19019104,37832717
19019104,37578237
19019104,36832044
19019104,36758734
19019104,35998045
18858788,35067171
18858788,34912652
18785872,34443076
18785872,34298953
18716716,33870209
18716716,33379152
18716716,32735195
18642168,32140263
18642168,32072876
18642168,32043057
18642168,32050438
18642168,32043960
18642168,31429522
18642168,31697695
18642168,31451118
18642168,31361088
18642168,30977123
18642168,31048080
18642168,31646032
18642168,30999837
18642168,30508250
18642168,30655973
18642168,30479387
18642168,30707960
18625912,30630026
18623952,30855418
18623952,30901472
18623952,30979910
18623952,31289482
18623952,31194227
18623952,30593897
18623952,30531632
18623952,30232142
18623952,30199813
18623952,30234988
18623952,30611524
18623952,30574027
18623952,30362736
18623952,30498760
18582732,30544259
18582732,30143029
18582732,30382240
18582732,30663960
18582732,30611236
18582732,30733817
18582732,31057388
18582732,31201908
18582732,31633718
18580772,31815714
18580772,32933173
