27907750,57478982
27907750,56538701
27907750,56166088
24946886,55483274
24946886,54765678
24946886,54017767
24248944,53960844
24248944,52588508
24248944,51614201
24248944,51054896
22507542,50644846
22507542,50525572
22206298,50479776
22206298,49881345
22206298,48946009
21990716,47985649
21990716,46622392
21274986,45716454
21274986,45089595
21084678,43889645
20267268,43366836
20267268,43538793
19280998,43149485
19280998,42055190
19280998,41686898
19280998,41344521
19280998,39837107
19280998,39766271
19280998,38895255
19280998,38165113
19280998,37445119
19280998,36772882
19280998,36986046
19280998,36910951
19280998,35942411
19280998,35706194
19280998,35875794
19167372,36161573
19167372,36035146
19167372,35827702
19167372,36067493
19167372,35766934
19167372,35682518
19167372,35752559
19167372,35420234
19167372,35435710
19167372,35459554
19167372,35300680
19167372,35199093
19167372,35325371
19167372,34508328
19167372,33878647
19167372,33554049
19167372,33757200
19167372,34508087
19167372,34509713
19164034,33873725
19164034,34020618
19013540,34305534
19013540,34733371
19013540,34874790
19013540,34817414
19013540,35253774
19013540,34657393
18972654,35065332
18972654,34839505
18972654,34479906
18972654,34598345
18972654,34045887
18972654,33469815
18972654,34228291
18924404,34383185
18924404,34210283
18915334,34104688
18915334,33922052
18915334,33666951
18915334,33962572
18915334,33636790
18915334,33833200
18785078,33686286
18785078,33422748
18785078,33703463
18785078,33571772
18785078,33646340
18736828,33797762
18593510,33610923
18593510,33779421
18593510,33684478
18593510,34115567
18593510,33603619
18593510,32854504
18593510,32993197
18593510,33305711
18593510,33110259
18593510,32948160
18593510,33076764
18593510,32639546
18593510,32249702
18593510,32381295
18518530,32921406
